Unnamed: 0.1,Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
100,31,2028-10-01 08:00:00,MSI-001,11223,Plasma Control System,1,Stainless Steel,Vendor XX,500,20 weeks,Medium,External,A.1,SPS Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,51.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,80.0
100,83,2025-11-01 08:00:00,CCM-001,31462,Pressure Sensing Device,1,"Titanium, Silicon",Vendor UU,500,14 weeks,Medium,External,A.1,MEMS Fabrication,SEMI S567,Pressure Calibration,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,201.0
100,6,2028-02-01 08:00:00,PPS-002,11223,Radio Frequency Quadrupole Unit,1,"Glass, Quartz",Vendor BBB,13442,12 weeks,Medium,External,B.2,FCM Assembly,SEMI S567,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,23.0
90,89,2029-11-01 08:00:00,HGA-001,48601,Gas Chromatography Module,1,"Aluminum, Glass",Vendor F,4961,4 weeks,Medium,External,A.3,PMS Integration,SEMI S234,Mass Accuracy Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,116.0
88,100,2029-12-01 08:00:00,PSA-001,11342,Acoustic Control Unit,1,Stainless Steel,Vendor II,30000,6 weeks,Medium,External,A.2,Electronics Integration,SEMI S567,Activation Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,240.0
0,77,2029-10-01 08:00:00,SPG-001,99002,Pulse Width Modulation Controller,1,"Copper, Ceramic",Vendor F,500,10 weeks,Low,External,A.2,Photolithography Integration,SEMI S567,Robotic Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,206.0
100,100,2025-02-01 08:00:00,GDU-002,74972,Chemical Mechanical Polishing Unit,1,"Copper, Ceramic",Vendor E,21540,12 weeks,Medium,External,A.1,Filtration and Purification,SEMI S678,Mass Spectrometry Test,Provided by vendor,Level 2,20.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,161.0
100,80,2029-08-01 08:00:00,DIE-001,99002,Pressure Sensing Device,1,Zinc Selenide,Vendor SS,11131,15 weeks,Medium,External,A.3,GDU Assembly,SEMI S678,Functional Tests,Provided by vendor,Level 1,53.0,Custom packaging,"RoHS, REACH",Safety interlocks during handling,8.0
53,92,2027-05-01 08:00:00,GC-003,11223,Chemical Mechanical Polishing Unit,1,Electronic Components,Vendor E,500,12 weeks,Medium,External,B.2,CSU Integration,SEMI S678,Helium Leak Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,100,2026-03-01 08:00:00,GC-002,99002,Plasma Resonance Analyzer,1,"Zinc Sulfide, Aluminum",Vendor L,30000,12 weeks,Medium,External,B.1,Injection Molding,SEMI S678,Nanoparticle Size Analysis,Provided by vendor,Level 1,116.0,Custom crate,"RoHS, REACH",-,33.0
76,59,2029-03-01 08:00:00,PHOTO-002,31393,Pulse Width Modulation Controller,1,"Silicon, Aluminum",Vendor X,500,22 weeks,Medium,External,A.2,AFR Integration,SEMI S567,Software Testing,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,237.0
100,7,2029-10-01 08:00:00,LPC-002,99002,Remote Plasma Inspection Unit,1,"Quartz, Dielectric Materials",Vendor HH,23176,18 weeks,Medium,External,A.2,SPA Integration,SEMI S789,Temperature Profile Test,Provided by vendor,Level 2,20.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,38.0
13,100,2024-05-01 08:00:00,LPC-002,71294,High-Voltage Modulator,1,Zinc Selenide,Vendor CC,500,8 weeks,Low,External,A.1,"CNC Machining, Welding",SEMI S678,Resolution Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,152.0
100,60,2023-07-01 08:00:00,LC-002,11223,Time-of-Flight Mass Spectrometry Module,1,"Titanium, Quartz",Vendor H,500,10 weeks,Medium,External,B.1,Flow Rate Calibration,SEMI S234,Resolution Test,Provided by vendor,Level 2,121.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,8.0
48,85,2023-11-01 08:00:00,CLT-001,71004,Remote Plasma Inspection Unit,1,Quartz,Vendor I,28159,20 weeks,Medium,External,A.2,Controller Assembly,SEMI S345,Gas Purity Analysis,Provided by vendor,Level 2,15.0,Custom crate,"RoHS, REACH",-,49.0
56,78,2028-09-01 08:00:00,EMC-003,11223,Gas Cylinder for GC Module,1,Electronic Components,Vendor FF,500,15 weeks,Medium,External,A.3,GDU Assembly,SEMI S678,Cleaning Efficiency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,113.0
98,100,2025-02-01 08:00:00,RFQ-002,11223,Closed-loop coolant system,1,"Aluminum Alloy, Ceramic",Vendor XYZ,500,18 weeks,Medium,External,A.1,FTIR Spectroscopy Integration,SEMI S123,Voltage Limiting Test,Provided by vendor,Level 1,34.0,Custom packaging,"RoHS, REACH",-,64.0
94,100,2025-10-01 08:00:00,CMP-002,11223,Laser Beam Collimation Unit,1,Stainless Steel,Vendor R,14644,10 weeks,Medium,External,A.3,Electronic Assembly,ISO 9001,Voltage Limiting Test,Provided by vendor,Level 1,60.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,236.0
100,100,2029-12-01 08:00:00,HEA-002,46415,Coolant Purification System,1,Quartz,Vendor GG,30000,8 weeks,Medium,External,A.1,PLD Integration,SEMI S345,Visual Inspection,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,60.0
100,55,2029-03-01 08:00:00,RFQ-002,66964,Coolant Purification System,1,Electronic Components,Vendor VV,2244,15 weeks,Medium,External,A.2,Nanoparticle Deposition,SEMI S789,Resolution Enhancement Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,43.0
100,83,2025-12-01 08:00:00,VAL-002,94386,Scanning Probe Microscopy System,1,Inconel,Vendor OO,23918,15 weeks,Medium,External,A.3,ACP Integration,ISO 9001,Electrical Tests,Provided by vendor,Level 2,118.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,130.0
49,55,2028-09-01 08:00:00,WHS-001,97536,Calibration Kit,1,Ceramic,Vendor H,3075,15 weeks,Medium,External,B.2,PRA Integration,SEMI S456,Pressure Test,Provided by vendor,Level 1,17.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
93,17,2029-07-01 08:00:00,ACP-001,11223,Nanoparticle Deposition Module,1,Aluminum,Vendor RR,16799,14 weeks,High,External,B.1,Coil Assembly,SEMI S789,Temperature Stability Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,141.0
14,100,2030-01-01 08:00:00,CCD-003,22536,High-Pressure System,1,Electronic Components,Vendor A,30000,16 weeks,Medium,External,A.2,Nanoparticle Deposition,ISO 9001,Robotic Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
100,100,2025-10-01 08:00:00,RFI-002,11223,Acoustic Control Unit,1,"Ceramic, Polyurethane",Vendor Q,500,10 weeks,Medium,External,A.3,SPA Integration,ISO 9001,Milling Efficiency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
0,68,2028-11-01 08:00:00,HVM-002,11223,Lamp for Plasma Source,1,Ceramic,Vendor DDD,500,10 weeks,High,External,A.2,AFR Integration,SEMI S567,Separation Efficiency Test,Provided by vendor,Level 2,83.0,Custom crate,"RoHS, REACH",-,168.0
32,90,2026-02-01 08:00:00,RFQ-002,11223,Terahertz Spectroscopy Module,1,"Stainless Steel, Aluminum",Vendor F,24810,12 weeks,Medium,External,A.2,Controller Assembly,SEMI S789,Visual Inspection,Provided by vendor,Level 1,143.0,Custom packaging,"RoHS, REACH",-,71.0
100,100,2029-09-01 08:00:00,EMC-003,11223,Low-Pressure Chamber Module,1,"Stainless Steel, Aluminum",Vendor S,1293,12 weeks,Medium,External,A.1,Ultrasonic Testing Integration,SEMI S234,Magnetic Field Uniformity Test,Provided by vendor,Level 1,20.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,37.0
86,88,2023-05-01 08:00:00,EDA-001,11223,Ion Implantation Module,1,Stainless Steel,Vendor D,500,20 weeks,Medium,External,A.1,MIR Spectroscopy Integration,SEMI S345,Gas Flow Stability Test,Provided by vendor,Level 1,175.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,37.0
37,10,2028-07-01 08:00:00,PSU-002,24408,Thermal Evaporation Source,1,"Stainless Steel, Aluminum",Vendor G,500,14 weeks,Medium,External,A.1,SPS Integration,SEMI S234,Functional Tests,Provided by vendor,Level 2,74.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,133.0
100,39,2028-04-01 08:00:00,CLT-001,11223,Laser Beam Collimation Unit,1,Carbon Composite,Vendor F,500,10 weeks,High,External,A.2,AFR Integration,SEMI S456,Functional Tests,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,196.0
0,100,2026-06-01 08:00:00,HEA-002,63518,Gas Delivery Unit,1,"Copper, Ceramic",Vendor YY,30000,15 weeks,Medium,External,A.2,DAS Integration,SEMI S567,Visual Inspection,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,75.0
28,93,2026-08-01 08:00:00,GC-003,99002,RF Generator and Electrostatic Chuck Assembly,1,"Stainless Steel, Polyethylene",Vendor H,500,12 weeks,High,External,A.2,RFS Integration,SEMI S789,Spectral Analysis Test,Provided by vendor,Level 2,103.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,240.0
73,81,2023-01-01 08:00:00,FTS-001,18371,Coolant Pump for Closed-loop System,1,Stainless Steel,Vendor D,500,10 weeks,High,External,B.2,"CNC Machining, Welding",SEMI S789,Deposition Uniformity Test,Provided by vendor,Level 1,200.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,185.0
12,100,2026-05-01 08:00:00,RFI-002,99002,Atmospheric Control Panel,1,Plastic,Vendor VV,1099,12 weeks,Medium,External,A.1,CNC Machining,SEMI S678,Pressure Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
62,64,2029-09-01 08:00:00,DAC-002,99002,High-Energy Accelerator,1,"Aluminum, Glass",Vendor L,500,8 weeks,Low,External,B.1,ACP Integration,SEMI S567,Pressure Calibration,Provided by vendor,Level 1,45.0,Custom crate,"RoHS, REACH",-,240.0
0,91,2023-07-01 08:00:00,MAS-002,99002,Mid-Infrared Spectroscopy Module,1,Electronic Components,Vendor XYZ,17339,12 weeks,High,External,A.3,HEA Integration,SEMI S345,Cooling Efficiency Test,Provided by vendor,Level 1,147.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,66.0
70,100,2025-12-01 08:00:00,PLC-002,37670,Laser Spectroscopy Module,1,"Ceramic, Titanium",Vendor ZZ,18000,10 weeks,Medium,External,A.1,Hydrogen Activation Process,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,211.0
100,42,2029-01-01 08:00:00,CCM-001,48714,Scanning Probe Microscopy System,1,Titanium,Vendor M,500,20 weeks,Low,External,A.1,EMS Integration,SEMI S234,Voltage Limiting Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,91.0
100,100,2029-05-01 08:00:00,WLS-002,11223,Coolant Pump for Closed-loop System,1,"Stainless Steel, Plastic",Vendor F,500,8 weeks,Medium,External,A.1,MAS Integration,SEMI S456,Evaporation Rate Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,53.0
39,100,2030-02-01 08:00:00,MFM-002,11223,Extreme Ultraviolet Light Source,1,Stainless Steel,Vendor A,500,10 weeks,High,External,B.2,EMF Integration,SEMI S678,Electrical Safety Tests,Provided by vendor,Level 2,168.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
84,100,2028-12-01 08:00:00,EDA-001,99002,Gas distribution manifold,1,Optical Elements,Vendor A,23992,20 weeks,High,External,A.2,Calibration Procedure,SEMI S678,Functional Tests,Provided by vendor,Level 2,149.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,8.0
100,77,2029-03-01 08:00:00,TCU-002,99002,Liquid Vaporizer Device,1,Plastic,Vendor XYZ,30000,16 weeks,High,External,A.1,MSI Integration,SEMI S234,Electrical Tests,Provided by vendor,Level 2,171.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,30.0
63,72,2024-02-01 08:00:00,FTIR-001,40702,Micro-Etching Module,1,Plastic,Vendor Z,30000,4 weeks,Medium,External,A.2,SPA Integration,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,35.0
100,56,2026-10-01 08:00:00,PSU-002,11223,Micro-Etching Module,1,Carbon Composite,Vendor L,30000,6 weeks,Medium,External,A.2,Precision Machining,ISO 9001,Data Accuracy Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,30.0
96,84,2030-02-01 08:00:00,SPA-001,16501,Calibration Kit,1,"Aluminum, Quartz",Vendor CC,30000,10 weeks,High,External,A.1,MAS Integration,SEMI S234,Thermal Stability Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,45.0
54,100,2029-02-01 08:00:00,EMC-003,99002,Mass Spectrometry Analyzer,1,"Quartz, Dielectric Materials",Vendor MM,20626,8 weeks,Medium,External,A.2,FCM Assembly,SEMI S678,Deposition Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,140.0
100,100,2023-06-01 08:00:00,CHM-001,99002,Fault Tolerance System,1,"Quartz, Dielectric Materials",Vendor WW,21991,12 weeks,High,External,B.2,Electronic Assembly,SEMI S345,Deposition Uniformity Test,Provided by vendor,Level 1,165.0,Custom packaging,"RoHS, REACH",-,8.0
100,92,2028-03-01 08:00:00,LVD-001,99002,Gas Delivery Unit,1,"Copper, Ceramic",Vendor E,30000,8 weeks,Medium,External,A.3,RFQ Integration,SEMI S456,Ultrasonic Testing,Provided by vendor,Level 1,53.0,Custom packaging,"RoHS, REACH",-,127.0
100,27,2027-06-01 08:00:00,TSP-002,32379,High-Pressure System,1,Stainless Steel,Vendor F,16463,10 weeks,High,External,A.3,MAS Integration,SEMI S456,Deposition Uniformity Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,32.0
98,93,2029-05-01 08:00:00,CST-001,11223,Spectroscopic Ellipsometry Module,1,"Inconel, Polyurethane",Vendor SS,30000,14 weeks,Low,External,A.1,Coil Assembly,SEMI S678,Flow Control Tests,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,128.0
0,100,2029-11-01 08:00:00,CPS-002,99002,Pulsed Laser Deposition Unit,1,"Silicon, Aluminum",Vendor M,30000,8 weeks,High,External,A.1,PAS Integration,SEMI S567,Vaporization Rate Test,Provided by vendor,Level 2,141.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
100,48,2030-06-01 08:00:00,LMP-001,11223,Coolant Pump for Closed-loop System,1,"Steel, Plastic",Vendor F,16400,8 weeks,Medium,External,A.2,RTS Integration,SEMI S234,Resolution Enhancement Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,40.0
100,71,2024-01-01 08:00:00,LBC-002,11223,Acoustic Control Unit,1,Mercury Vapor,Vendor Z,500,12 weeks,Medium,External,A.3,ESR Integration,ISO 9001,Electrical Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,65.0
9,71,2027-06-01 08:00:00,RFI-002,63170,High-Flow Sampling System,1,"Stainless Steel, Aluminum",Vendor VV,30000,18 weeks,Medium,External,A.1,CNC Machining,SEMI S345,Purification Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,142.0
60,100,2030-05-01 08:00:00,PCU-002,99002,Electron Microscopy System,1,Stainless Steel,Vendor E,23764,12 weeks,Medium,External,A.2,PAS Integration,SEMI S345,Ion Dose Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,73.0
99,0,2023-04-01 08:00:00,NANO-002,99002,Hydrogen Gas Activation Unit,1,Stainless Steel,Vendor M,500,8 weeks,Medium,External,A.2,Quartz Fabrication,SEMI S345,Voltage Modulation Test,Provided by vendor,Level 2,19.0,Custom packaging,"RoHS, REACH",-,31.0
100,18,2029-01-01 08:00:00,CMP-002,11223,Atmospheric Control Panel,1,Zinc Sulfide,Vendor T,15135,16 weeks,Medium,External,A.2,RFS Integration,SEMI S890,Plasma Characteristics Analysis,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
94,0,2023-07-01 08:00:00,PPS-002,60169,Gas Delivery Unit,1,Silicon,Vendor QQ,500,8 weeks,High,External,A.1,EDA Integration,SEMI S567,Wavelength Accuracy Test,Provided by vendor,Level 2,33.0,Custom crate,"RoHS, REACH",-,48.0
100,100,2026-04-01 08:00:00,PHOTO-002,11223,Calibration Kit,1,Electronic Components,Vendor M,500,4 weeks,Medium,External,B.2,RFS Integration,SEMI S789,Pressure Calibration,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,240.0
100,18,2029-05-01 08:00:00,PCS-002,11223,Radio Frequency Quadrupole Unit,1,"Stainless Steel, Aluminum",Vendor K,30000,12 weeks,Medium,External,B.1,CPS Integration,SEMI S678,Flow Control Tests,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,146.0
65,100,2023-08-01 08:00:00,FTS-002,11223,Coolant Purification System,1,Plastic,Vendor UU,500,14 weeks,Low,External,A.2,Cylinder Filling,SEMI S234,Pressure Calibration,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,95.0
84,100,2026-01-01 08:00:00,HGA-001,39256,Atmospheric Control Panel,1,Electronic Components,Vendor O,500,6 weeks,Low,External,A.2,THZ Spectroscopy Integration,SEMI S567,Gas Composition Analysis,Provided by vendor,Level 1,85.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,38.0
8,100,2025-01-01 08:00:00,RFS-002,44117,Plasma Control System,1,Stainless Steel,Vendor R,30000,12 weeks,Medium,External,B.1,Vacuum Technology,SEMI S678,Milling Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,44.0
2,100,2027-05-01 08:00:00,CCM-001,99002,Digital-to-Analog Converter,1,"Aluminum Alloy, Ceramic",Vendor VV,28633,8 weeks,High,External,A.3,Thermoelectric Cooling,SEMI S789,Leak Test,Provided by vendor,Level 1,4.0,Custom packaging,"RoHS, REACH",-,240.0
39,100,2026-07-01 08:00:00,GC-003,97308,Gas distribution manifold,1,"Aluminum, Glass",Vendor FF,22989,8 weeks,High,External,B.2,Electronic Assembly,SEMI S678,Cleaning Efficiency Test,Provided by vendor,Level 2,139.0,Digital delivery,"RoHS, REACH",-,240.0
100,100,2028-02-01 08:00:00,CCM-001,67546,Specialized chamber for etching process,1,"Silicon, Plastic",Vendor T,500,8 weeks,Low,External,A.2,Ion Implantation Process,SEMI S567,Evaporation Rate Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
65,100,2030-04-01 08:00:00,VAL-002,91674,Photoacoustic Spectroscopy Module,1,"Stainless Steel, Glass",Vendor ZZ,500,12 weeks,High,External,A.2,EDA Integration,ISO 9001,Resolution Enhancement Test,Provided by vendor,Level 1,117.0,Custom packaging,"RoHS, REACH",-,38.0
97,56,2029-07-01 08:00:00,LSM-002,80806,High-Energy Accelerator,1,Stainless Steel,Vendor DDD,500,8 weeks,Medium,External,A.1,ACP Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 2,119.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,46.0
100,87,2029-01-01 08:00:00,RFI-002,31676,Plasma Cleaning Brush Unit,1,"Aluminum, Glass",Vendor F,16505,12 weeks,Medium,External,A.1,RFS Integration,SEMI S567,Helium Leak Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,142.0
0,100,2027-07-01 08:00:00,LMP-001,11223,Liquid Delivery System,1,"Titanium, Quartz",Vendor NN,30000,10 weeks,Medium,External,A.2,PLD Integration,SEMI S890,Ellipsometry Accuracy Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,227.0
53,30,2028-07-01 08:00:00,TSP-002,43640,Fourier Transform Infrared Spectroscopy Module,1,"Titanium, Glass",Vendor G,500,15 weeks,Medium,External,A.2,CMP Technology,SEMI S123,Calibration Tests,Provided by vendor,Level 1,57.0,Custom crate,"RoHS, REACH",-,240.0
5,80,2026-10-01 08:00:00,PPS-002,11223,Plasma Resonance Analyzer,1,"Ferrite, Copper",Vendor JJ,19416,8 weeks,Medium,External,A.3,CSU Integration,SEMI S234,Gas Flow Stability Test,Provided by vendor,Level 1,62.0,Custom packaging,"RoHS, REACH",Safety interlocks during handling,240.0
95,0,2024-09-01 08:00:00,MAS-002,11223,Mass Spectrometry Analyzer,1,"Gold, Quartz",Vendor Z,9059,8 weeks,High,External,A.2,Electronic Assembly,SEMI S345,Pressure Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,74.0
100,93,2024-03-01 08:00:00,TES-002,73855,Specialized chamber for etching process,1,Brass,Vendor J,18971,4 weeks,Low,External,B.1,DTP Integration,SEMI S345,Helium Leak Test,Provided by vendor,Level 1,172.0,Custom crate,"RoHS, REACH",-,212.0
10,93,2030-03-01 08:00:00,CPS-002,83758,Liquid Delivery System,1,"Aluminum, Glass",Vendor ZZ,500,10 weeks,Low,External,B.1,FCM Assembly,SEMI S345,Electrical Safety Tests,Provided by vendor,Level 2,148.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
