Component Name;Part Number;Description;Quantity;Material;Supplier;Unit Cost;Lead Time;Criticality;Source of Supply;Revision Level;Manufacturing Process;Quality Standards;Testing Requirements;Assembly Instructions;Subassembly Level;Weight;Packaging Information;Environmental Compliance;Safety Considerations
Ion Source Assembly;EC-002;High-performance vacuum system;1;Aluminum Alloy;Vendor L;$12,000;16 weeks;Medium;External;B.1;Thermoelectric Cooling;SEMI S456;Helium Leak Test;Provided by vendor;Level 1;100 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Chamber Assembly;PSU-002;Software system for process control;1;Quartz;Vendor H;$8,000;10 weeks;High;External;A.1;Software Development;ISO 9001;Diagnostics Performance Test;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;-
Cooling System;LID-001;Control system for plasma parameters;1;Titanium;Vendor J;$22,000;10 weeks;Medium;External;A.1;Flow Rate Calibration;SEMI S789;Software Testing;Provided by vendor;Level 1;30 kg;Custom packaging;RoHS, REACH;-
Vacuum System;WHS-001;High-performance vacuum system;1;Stainless Steel;Vendor H;$12,000;22 weeks;Medium;External;B.1;Vacuum Technology;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Ion Source Assembly;VS-002;Ion source for plasma etching;1;Various;Vendor L;$18,000;10 weeks;Medium;External;B.1;Automated Loading;SEMI S890;Vacuum Integrity Test;Provided by vendor;Level 2;100 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Ion Source Assembly;GFMS-002;Precision temperature control;1;Aluminum Alloy, Ceramic;Vendor M;$8,000;18 weeks;High;External;A.1;Vacuum Technology;SEMI S234;Diagnostics Performance Test;Provided by vendor;Level 1;60 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Temperature Control Unit;CHM-001;Closed-loop coolant system;1;Inconel;Vendor C;$15,000;16 weeks;High;External;A.2;Software Development;SEMI S890;Software Testing;Provided by vendor;Level 2;80 kg;Custom crate;RoHS, REACH;-
Plasma Control Unit;PDM-002;RF Generator and Electrostatic Chuck Assembly;1;Aluminum Alloy, Ceramic;Vendor I;$25,000;18 weeks;Medium;External;A.1;Integration of Diagnostics;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;PSU-002;Precision temperature control;1;Various;Vendor H;$25,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Vacuum System;PSA-001;Ion source for plasma etching;1;Various;Vendor E;$20,000;14 weeks;Medium;External;A.3;Thermoelectric Cooling;SEMI S234;Diagnostics Performance Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;CHM-001;Precision temperature control;1;Copper, Silicon;Vendor H;$25,000;8 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Gas Purity Analysis;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Vacuum System;GPS-002;Ion source for plasma etching;1;Stainless Steel;Vendor F;$30,000;14 weeks;Medium;External;B.1;Thermoelectric Cooling;SEMI S567;Mass Spectrometry Test;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Vacuum System;GFMS-002;High-performance vacuum system;1;Stainless Steel;Vendor L;$28,000;14 weeks;High;External;A.3;Electronic Assembly;SEMI S234;Pressure Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;WLS-002;Closed-loop coolant system;1;Various;Vendor A;$18,000;15 weeks;High;External;A.1;Electronic Assembly;SEMI S456;Functional Tests;Provided by vendor;Level 1;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Control Software System;GPS-002;High-voltage power supply;1;Aluminum Alloy, Ceramic;Vendor N;$8,000;18 weeks;High;External;A.1;Automated Loading;SEMI S123;Helium Leak Test;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;-
Chamber Assembly;CSS-002;Closed-loop coolant system;1;Inconel;Vendor G;$8,000;10 weeks;High;External;A.1;Software Development;ISO 9001;Helium Leak Test;Provided by vendor;Level 1;40 kg;Digital delivery;RoHS, REACH;-
Power Supply Unit;PSU-002;High-voltage power supply;1;Copper, Silicon;Vendor H;$25,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Vacuum System;CHM-001;System for loading wafers into chamber;1;Stainless Steel;Vendor G;$8,000;22 weeks;High;External;B.1;CNC Machining;SEMI S567;Robotic Tests;Provided by vendor;Level 1;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Gas Flow Management System;LID-001;Diagnostic tools for monitoring plasma;1;Various;Vendor J;$20,000;12 weeks;High;External;A.1;Integration of Components;SEMI S345;Temperature Stability Test;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;GDS-001;High-performance vacuum system;1;Software;Vendor G;$10,000;10 weeks;Medium;External;A.2;CNC Machining;SEMI S123;Leak Test;Provided by vendor;Level 1;60 kg;Custom crate;RoHS, REACH;-
Control Software System;PSU-002;System for loading wafers into chamber;1;Software;Vendor H;$25,000;10 weeks;High;External;A.1;Software Development;ISO 9001;Functional Tests;Provided by vendor;Level 1;70 kg;Custom packaging;RoHS, REACH;-
Control Software System;CSS-002;Software system for process control;1;Software;Vendor Q;$8,000;10 weeks;High;External;A.1;Integration of Diagnostics;ISO 9001;Software Testing;Provided by vendor;Level 1;-;Custom crate;RoHS, REACH;-
Wafer Loading System;VS-002;System for loading wafers into chamber;1;Inconel;Vendor K;$10,000;14 weeks;Medium;External;B.1;Laser Cutting, Assembly;SEMI S234;Visual Inspection;Provided by vendor;Level 2;100 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Wafer Handling System;CHM-001;System for loading wafers into chamber;1;Software;Vendor K;$18,000;14 weeks;High;External;A.2;Filtration and Purification;SEMI S345;Leak Test;Provided by vendor;Level 2;70 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Etching Chamber;ISA-002;Software system for process control;1;Various;Vendor F;$18,000;22 weeks;High;External;A.3;Integration of Diagnostics;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;PSA-001;System for loading wafers into chamber;1;Stainless Steel;Vendor F;$22,000;14 weeks;Medium;External;A.3;Thermoelectric Cooling;SEMI S890;Electrical Tests;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Control Software System;CSS-002;Robot arm and wafer chuck;1;Titanium;Vendor B;$10,000;22 weeks;Medium;External;A.1;Vacuum Technology;SEMI S789;Mass Spectrometry Test;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;-
Ion Source Assembly;TCU-002;Diagnostic tools for monitoring plasma;1;Stainless Steel;Vendor L;$25,000;14 weeks;Medium;External;A.3;CNC Machining;SEMI S789;Mass Spectrometry Test;Provided by vendor;Level 2;45 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Temperature Control Unit;CHM-001;High-performance vacuum system;1;Inconel;Vendor D;$25,000;22 weeks;High;External;A.1;Quartz Fabrication;SEMI S234;Robotic Tests;Provided by vendor;Level 1;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Temperature Control Unit;VS-002;Software system for process control;1;Stainless Steel;Vendor Q;$15,000;10 weeks;High;External;A.1;Software Development;SEMI S678;Gas Purity Analysis;Provided by vendor;Level 1;45 kg;Custom crate;RoHS, REACH;-
Gas Purification System;CHM-001;Ion source for plasma etching;1;Aluminum Alloy;Vendor N;$30,000;14 weeks;High;External;B.1;CNC Machining;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;PCU-002;Gas distribution manifold;1;Aluminum Alloy, Ceramic;Vendor E;$16,000;8 weeks;Medium;External;A.1;Flow Rate Calibration;SEMI S789;Pressure Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Control Software System;GFMS-002;High-voltage power supply;1;Polypropylene;Vendor L;$10,000;22 weeks;High;External;A.1;CNC Machining;SEMI S345;Helium Leak Test;Provided by vendor;Level 1;45 kg;Custom packaging;RoHS, REACH;-
Control Software System;EC-002;Lid for chamber;1;Copper, Silicon;Vendor H;$8,000;18 weeks;High;External;A.1;Software Development;SEMI S345;Software Testing;Provided by vendor;Level 1;30 kg;Digital delivery;RoHS, REACH;-
Chamber Assembly;TCU-002;Diagnostic tools for monitoring plasma;1;Stainless Steel;Vendor C;$30,000;12 weeks;Medium;External;A.3;Integration of Components;SEMI S567;Mass Spectrometry Test;Provided by vendor;Level 2;30 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Chamber Assembly;LID-001;Main chamber body;1;Stainless Steel;Vendor G;$10,000;10 weeks;Medium;External;A.2;CNC Machining;SEMI S678;Pressure Test;Provided by vendor;Level 1;70 kg;Custom crate;RoHS, REACH;-
Chamber Assembly;CS-002;Software system for process control;1;Aluminum Alloy;Vendor H;$8,000;12 weeks;High;External;A.1;Flow Rate Calibration;SEMI S567;Visual Inspection;Provided by vendor;Level 1;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Gas Purification System;VS-002;Closed-loop coolant system;1;Stainless Steel;Vendor N;$15,000;10 weeks;Medium;External;A.3;Robotic Assembly;SEMI S567;Temperature Stability Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;-
Power Supply Unit;PSU-002;High-voltage power supply;1;Aluminum Alloy;Vendor H;$25,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Control Software System;CSS-002;Lid for chamber;1;Aluminum Alloy, Ceramic;Vendor B;$8,000;8 weeks;High;External;B.2;Software Development;ISO 9001;Helium Leak Test;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;-
Power Supply Unit;PSU-002;High-voltage power supply;1;Electronic Components;Vendor A;$25,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Control Unit;GDS-001;High-performance vacuum system;1;Polypropylene;Vendor I;$15,000;16 weeks;High;External;A.2;Electronic Assembly;ISO 9001;Temperature Stability Test;Provided by vendor;Level 2;70 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Plasma Source Assembly;WHS-001;System for loading wafers into chamber;1;Aluminum Alloy;Vendor B;$20,000;20 weeks;Medium;External;A.3;Thermoelectric Cooling;SEMI S567;Temperature Stability Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Etching Chamber;CS-002;RF Generator and Electrostatic Chuck Assembly;1;Stainless Steel;Vendor G;$20,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S234;Diagnostics Performance Test;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;Safety interlocks during lid opening
Plasma Source Assembly;ISA-002;Diagnostic tools for monitoring plasma;1;Aluminum Alloy, Ceramic;Vendor F;$30,000;15 weeks;Medium;External;B.1;Automated Loading;SEMI S678;Vacuum Integrity Test;Provided by vendor;Level 2;80 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Gas Purification System;VS-002;System for loading wafers into chamber;1;Stainless Steel;Vendor O;$15,000;20 weeks;High;External;B.1;Integration of Components;SEMI S567;Helium Leak Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Vacuum System;VS-002;Diagnostic tools for monitoring plasma;1;Aluminum Alloy, Ceramic;Vendor I;$15,000;22 weeks;High;External;A.1;Electronic Assembly;SEMI S789;Electrical Safety Tests;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;TCU-002;Gas purification and filtration;1;Aluminum Alloy, Ceramic;Vendor D;$15,000;12 weeks;High;External;A.1;Integration of Diagnostics;SEMI S345;Diagnostics Performance Test;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Wafer Handling System;CS-002;Software system for process control;1;Copper, Silicon;Vendor L;$8,000;12 weeks;High;External;A.1;Vacuum Technology;ISO 9001;Visual Inspection;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;Safety interlocks during handling
Plasma Source Assembly;PCU-002;Specialized chamber for etching process;1;Stainless Steel;Vendor K;$20,000;12 weeks;Medium;External;A.3;Integration of Diagnostics;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Gas Purification System;PSU-002;RF Generator and Electrostatic Chuck Assembly;1;Aluminum Alloy;Vendor F;$18,000;14 weeks;High;External;B.2;Filtration and Purification;SEMI S890;Helium Leak Test;Provided by vendor;Level 2;-;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;PSU-002;High-voltage power supply;1;Electronic Components;Vendor H;$25,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 2;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;PSU-002;High-voltage power supply;1;Electronic Components;Vendor D;$15,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Diagnostics Performance Test;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;ISA-002;Precision temperature control;1;Stainless Steel;Vendor N;$30,000;10 weeks;High;External;B.1;Laser Cutting, Assembly;SEMI S678;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;-
Plasma Control Unit;WHS-001;High-voltage power supply;1;Polypropylene;Vendor H;$18,000;8 weeks;Medium;External;A.1;Robotic Assembly;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 1;45 kg;Digital delivery;RoHS, REACH;Safety interlocks during maintenance
Gas Purification System;PDM-002;High-performance vacuum system;1;Aluminum Alloy;Vendor B;$12,000;16 weeks;High;External;B.2;Robotic Assembly;SEMI S789;Diagnostics Performance Test;Provided by vendor;Level 2;40 kg;Custom crate;RoHS, REACH;Safety interlocks during lid opening
Ion Source Assembly;VS-002;Gas distribution manifold;1;Software;Vendor D;$30,000;14 weeks;Medium;External;A.1;Filtration and Purification;SEMI S890;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Control Software System;CS-002;Specialized chamber for etching process;1;Stainless Steel;Vendor E;$8,000;8 weeks;High;External;A.2;Software Development;SEMI S456;Leak Test;Provided by vendor;Level 1;70 kg;Custom crate;RoHS, REACH;-
Cooling System;GPS-002;Precision temperature control;1;Stainless Steel;Vendor N;$12,000;14 weeks;High;External;A.2;Flow Rate Calibration;SEMI S345;Leak Test;Provided by vendor;Level 1;-;Custom crate;RoHS, REACH;-
Etching Chamber;CHM-001;Main chamber body;1;Stainless Steel;Vendor L;$25,000;12 weeks;High;External;A.1;Vacuum Technology;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;-
Power Supply Unit;PSU-002;Lid for chamber;1;Quartz;Vendor O;$15,000;8 weeks;High;External;A.1;Automated Loading;SEMI S234;Gas Flow Stability Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;EC-002;Specialized chamber for etching process;1;Stainless Steel;Vendor F;$20,000;16 weeks;Medium;External;A.1;Robotic Assembly;SEMI S890;Leak Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Source Assembly;PSA-001;Robot arm and wafer chuck;1;Various;Vendor B;$20,000;18 weeks;Medium;External;A.3;Integration of Diagnostics;SEMI S234;Electrical Safety Tests;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Control Software System;EC-002;Lid for chamber;1;Various;Vendor H;$20,000;10 weeks;High;External;A.3;Flow Rate Calibration;SEMI S789;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Temperature Control Unit;PSA-001;Precision temperature control;1;Various;Vendor K;$20,000;22 weeks;Medium;External;A.3;Automated Loading;SEMI S789;Electrical Tests;Provided by vendor;Level 2;70 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;PSU-002;Software system for process control;1;Software;Vendor Q;$8,000;12 weeks;High;External;A.2;Precision Machining;SEMI S456;Software Testing;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;-
Plasma Diagnostics Module;EC-002;Precision temperature control;1;Various;Vendor M;$22,000;14 weeks;High;External;A.1;Integration of Components;SEMI S234;Electrical Tests;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
