Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
0,2024-04-01 08:00:00,TOF-001,99001,Reactive Mass Spectrometry Module,1,Electronic Components,Vendor XYZ,25348,18 weeks,Medium,External,A.2,Robotic Assembly,SEMI S789,Diagnostics Performance Test,Provided by vendor,Level 1,25,,"RoHS, REACH",-,198.0
20,2025-04-01 08:00:00,HVM-002,11562,Chemical Mechanical Polishing Unit,1,"Stainless Steel, Glass",Vendor GG,5000,12 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S567,Polishing Uniformity Test,Provided by vendor,Level 1,51,Custom crate,"RoHS, REACH",-,90.0
0,2026-05-01 08:00:00,PDM-002,95379,Fourier Transform Infrared Spectroscopy Module,1,"Gold, Polymer",Vendor F,30000,18 weeks,High,External,A.1,FTS Integration,SEMI S234,Plasma Uniformity Test,Provided by vendor,Level 1,50,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-10-01 08:00:00,GC-002,91156,Chemical Mechanical Polishing Unit,1,Electronic Components,Vendor R,5225,12 weeks,Medium,External,A.2,Electronic Assembly,SEMI S234,Pressure Uniformity Test,Provided by vendor,Level 1,61,Custom packaging,"RoHS, REACH",-,90.0
58,2023-08-01 08:00:00,WLS-002,16993,Reactive Mass Spectrometry Module,1,"Stainless Steel, Glass",Vendor HH,30000,12 weeks,Medium,External,A.2,Plasma Brush Technology,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,134.0
4,2027-03-01 08:00:00,TOF-001,99001,Nanoparticle Deposition Module,1,Quartz,Vendor KK,21628,14 weeks,High,External,B.1,ACU Integration,SEMI S234,Pressure Test,Provided by vendor,level 1,93,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
14,2023-01-01 08:00:00,DAC-002,11223,Magnetic Field Manipulation Unit,1,Stainless Steel,Vendor YY,7468,12 weeks,High,External,A.1,Plasma Brush Technology,SEMI S234,Mass Resolution Test,Provided by vendor,Level 1,86,Custom crate,"RoHS, REACH",-,240.0
0,2024-10-01 08:00:00,PDM-002,72357,Dielectric Barrier Discharge Unit,1,"Aluminum Alloy, Ceramic",Vendor EEE,22790,22 weeks,High,External,A.3,LC Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,145,,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-02-01 08:00:00,LC-002,23918,Residual Gas Analyzer,1,"Copper, Magnetic Alloy",Vendor E,17760,14 weeks,High,External,B.2,CNC Machining,SEMI S890,Voltage Limiting Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2026-02-01 08:00:00,FTIR-001,27647,Digital-to-Analog Converter,1,Stainless Steel,Vendor P,5000,10 weeks,Medium,External,B.1,Flow Rate Calibration,SEMI S456,Particle Acceleration Test,Provided by vendor,Level 1,75,Custom crate,"RoHS, REACH",-,240.0
0,2025-12-01 08:00:00,CVL-002,99001,Gas distribution manifold,1,"Titanium, Polypropylene",Vendor K,10535,22 weeks,High,External,A.2,FTIR Spectroscopy Integration,SEMI S234,Nanoparticle Size Analysis,Provided by vendor,Level 2,148,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-11-01 08:00:00,DIE-001,23966,Main chamber body,1,Stainless Steel,Vendor DD,5000,8 weeks,Medium,External,B.2,EMF Integration,SEMI S789,Reactive Ionization Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,93.0
41,2024-12-01 08:00:00,RMS-002,99001,High-performance vacuum system,1,Various,Vendor QQ,30000,18 weeks,High,External,A.3,Electronic Assembly,SEMI S234,Wavelength Accuracy Test,Provided by vendor,Level 2,118,Custom packaging,"RoHS, REACH",Safety interlocks during operation,135.0
51,2024-04-01 08:00:00,RMS-002,11223,Magnetic Field Manipulation Unit,1,Stainless Steel,Vendor BBB,19218,14 weeks,Medium,External,B.2,RFS Integration,SEMI S678,Separation Efficiency Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,122.0
58,2025-01-01 08:00:00,SPS-001,16488,Terahertz Spectroscopy Module,1,"Polyethylene, Aluminum",Vendor K,27882,14 weeks,Medium,External,A.1,Robotic Assembly,SEMI S345,Plasma Resonance Frequency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2026-03-01 08:00:00,PLC-002,99001,Electrostatic Magnetic Field Module,1,Software,Vendor KK,30000,8 weeks,High,External,B.2,RMS Integration,SEMI S890,Resolution Enhancement Test,Provided by vendor,Level 1,72,Custom crate,"RoHS, REACH",Safety interlocks during operation,91.0
16,2025-05-01 08:00:00,FTIR-001,98612,Time-of-Flight Mass Spectrometry Module,1,"Titanium, Quartz",Vendor BBB,7584,12 weeks,High,External,A.3,THZ Spectroscopy Integration,SEMI S567,Vacuum Integrity Test,Provided by vendor,level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,221.0
0,2027-01-01 08:00:00,PHOTO-002,14863,Main chamber body,1,Quartz,Vendor Y,7057,18 weeks,High,External,B.1,Electronic Assembly,SEMI S456,Ion Dose Uniformity Test,Provided by vendor,Level 1,200,Custom crate,"RoHS, REACH",Safety interlocks during handling,199.0
49,2025-01-01 08:00:00,WLS-002,11223,Fourier Transform Infrared Spectroscopy Module,1,"Ferrite, Copper",Vendor X,30000,16 weeks,High,External,A.3,CMP Technology,SEMI S234,Magnetic Field Uniformity Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,141.0
11,2025-10-01 08:00:00,DAC-002,99001,Diagnostic tools for monitoring plasma,1,Stainless Steel,Vendor Y,20771,10 weeks,Medium,External,B.2,Robotic Assembly,SEMI S345,Ion Energy Distribution,Provided by vendor,Level 1,84,Custom crate,"RoHS, REACH",-,90.0
22,2025-09-01 08:00:00,PCB-002,11223,Time-of-Flight Mass Spectrometry Module,1,"Plastic, Aluminum",Vendor LL,14736,14 weeks,Medium,External,A.3,CNC Machining,SEMI S345,Vacuum Integrity Test,Provided by vendor,Level 1,91,Custom packaging,"RoHS, REACH",-,100.0
0,2024-10-01 08:00:00,VS-002,99001,Diagnostic tools for monitoring plasma,1,"Copper, Teflon",Vendor K,30000,16 weeks,High,External,A.2,DBD Integration,SEMI S789,Magnetic Field Uniformity Test,Provided by vendor,Level 2,149,,"RoHS, REACH",Safety interlocks during operation,240.0
15,2023-06-01 08:00:00,WHS-001,11223,Diagnostic tools for monitoring plasma,1,"Stainless Steel, Polyethylene",Vendor JJ,30000,20 weeks,High,External,A.3,SPA Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,50,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
3,2024-04-01 08:00:00,PCB-002,86626,Gas distribution manifold,1,"Copper, Ceramic",Vendor EEE,30000,18 weeks,High,External,A.2,Filtration and Purification,SEMI S678,Vacuum Integrity Test,Provided by vendor,Level 2,110,Custom packaging,"RoHS, REACH",Safety interlocks during operation,167.0
13,2024-06-01 08:00:00,PHOTO-002,99001,Reactive Mass Spectrometry Module,1,"Aluminum Alloy, Ceramic",Vendor XYZ,30000,22 weeks,High,External,B.1,RMS Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,132,,"RoHS, REACH",Safety interlocks during operation,240.0
19,2024-06-01 08:00:00,HVM-002,99001,System for controlling gas flow rates,1,"Aluminum Alloy, Glass",Vendor P,5898,15 weeks,Medium,External,B.1,FTS Integration,SEMI S456,Ion Dose Uniformity Test,Provided by vendor,Level 1,46,Custom crate,"RoHS, REACH",-,93.0
32,2024-04-01 08:00:00,VS-002,99001,Spectroscopic Ellipsometry Module,1,Various,Vendor V,30000,14 weeks,High,External,A.3,Ion Implantation Process,SEMI S234,Resonance Frequency Test,Provided by vendor,Level 2,28,,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-03-01 08:00:00,RFS-002,11223,Plasma Control System,1,Stainless Steel,Vendor BBB,5000,14 weeks,Medium,External,B.2,Remote Plasma Technology,SEMI S345,Polishing Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during handling,90.0
58,2023-02-01 08:00:00,PMS-001,27895,Low-Pressure Chamber Module,1,Stainless Steel,Vendor ZZ,5163,8 weeks,Medium,External,A.3,MEMS Fabrication,SEMI S345,Control System Tests,Provided by vendor,Level 1,50,Custom crate,"RoHS, REACH",-,90.0
55,2026-10-01 08:00:00,PHOTO-002,99001,Diagnostic tools for monitoring plasma,1,Quartz,Vendor BB,22371,22 weeks,High,External,B.1,Integration of Diagnostics,SEMI S345,Voltage Limiting Test,Provided by vendor,Level 2,40,,"RoHS, REACH",Safety interlocks during operation,240.0
58,2025-07-01 08:00:00,PHOTO-002,99001,Gas distribution manifold,1,"Stainless Steel, Glass",Vendor T,13466,8 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S789,Temperature Profile Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,90.0
58,2023-03-01 08:00:00,FTIR-001,58750,High-voltage power supply,1,Various,Vendor H,5000,8 weeks,Medium,External,A.1,EDA Integration,SEMI S456,Activation Efficiency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
58,2024-02-01 08:00:00,EMF-002,63270,System for controlling gas flow rates,1,Electronic Components,Vendor LL,30000,16 weeks,Medium,External,A.2,Quartz Fabrication,SEMI S456,Particle Acceleration Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
17,2025-07-01 08:00:00,PDM-002,99001,Diagnostic tools for monitoring plasma,1,"Ferrite, Copper",Vendor DD,30000,15 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,118,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-09-01 08:00:00,EUV-001,99001,Atomic Force Resonance Module,1,"Titanium, Glass",Vendor K,30000,15 weeks,High,External,A.3,CVL Integration,SEMI S234,Nanoparticle Size Analysis,Provided by vendor,Level 2,147,Custom packaging,"RoHS, REACH",Safety interlocks during operation,151.0
0,2023-06-01 08:00:00,THZ-001,99001,Fourier Transform Infrared Spectroscopy Module,1,"Inconel, Polyurethane",Vendor U,20380,20 weeks,Medium,External,B.2,HVM Integration,SEMI S345,Resonance Frequency Test,Provided by vendor,Level 1,125,Custom crate,"RoHS, REACH",Safety interlocks during operation,167.0
50,2024-04-01 08:00:00,HGA-001,11223,Residual Gas Analyzer,1,"Copper, Teflon",Vendor T,22769,14 weeks,Medium,External,A.2,Hydrogen Activation Process,SEMI S123,Ion Dose Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,90.0
1,2025-12-01 08:00:00,MAS-002,83848,Fourier Transform Spectrometer Module,1,"Titanium, Silicon",Vendor D,28909,16 weeks,High,External,B.2,Electronic Assembly,SEMI S234,Ellipsometry Accuracy Test,Provided by vendor,Level 1,133,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
6,2023-06-01 08:00:00,EC-002,11223,Atomic Force Resonance Module,1,"Stainless Steel, Glass",Vendor B,13324,22 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S345,Microstructural Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2025-06-01 08:00:00,PCS-002,18278,Low-Pressure Chamber Module,1,"Silicon, Glass",Vendor V,5000,18 weeks,Medium,External,A.1,Ultrasonic Testing Integration,SEMI S678,Mass Spectrometry Test,Provided by vendor,level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
13,2027-03-01 08:00:00,RFI-002,11223,Radio Frequency Quadrupole Unit,1,Optical Elements,Vendor SS,21518,14 weeks,Medium,External,A.2,Hydrogen Activation Process,SEMI S567,Mass Accuracy Test,Provided by vendor,Level 1,29,Custom crate,"RoHS, REACH",-,208.0
7,2026-03-01 08:00:00,MAS-002,80712,Magnetic Field Manipulation Unit,1,Zinc Selenide,Vendor R,24294,20 weeks,High,External,A.1,Integration of Diagnostics,SEMI S567,Plasma Characteristics Analysis,Provided by vendor,Level 1,102,Custom crate,"RoHS, REACH",Safety interlocks during operation,164.0
35,2024-08-01 08:00:00,PHOTO-002,12877,Residual Gas Analyzer,1,"Titanium, Silicon",Vendor C,30000,10 weeks,High,External,B.2,Robotic Assembly,SEMI S456,Magnetic Field Strength Test,Provided by vendor,Level 1,31,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
50,2025-05-01 08:00:00,DTP-001,99001,Precision temperature control,1,"Gold, Polymer",Vendor K,30000,10 weeks,High,External,A.2,Integration of Diagnostics,SEMI S456,Spectral Analysis Test,Provided by vendor,Level 2,57,Custom packaging,"RoHS, REACH",Safety interlocks during operation,172.0
22,2027-06-01 08:00:00,EUV-001,12225,Ultrasonic Testing System,1,"Titanium, Polypropylene",Vendor UU,30000,22 weeks,High,External,A.1,MFM Integration,SEMI S234,Reactive Ionization Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,160.0
32,2023-05-01 08:00:00,MAS-002,43165,Specialized chamber for etching process,1,Zinc Sulfide,Vendor VV,25790,18 weeks,High,External,A.1,Robotic Assembly,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,34,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
24,2024-06-01 08:00:00,FTS-001,11223,Laser Beam Collimation Unit,1,"Ceramic, Polyurethane",Vendor L,15457,12 weeks,High,External,A.2,SPS Integration,SEMI S234,Nanoparticle Size Analysis,Provided by vendor,Level 2,60,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-01-01 08:00:00,HGA-001,11223,Plasma Resonance Analyzer,1,Various,Vendor W,22227,15 weeks,Medium,External,A.3,Precision Machining,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 2,148,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,240.0
38,2025-03-01 08:00:00,TCU-002,22874,Ion source for plasma etching,1,"Aluminum, Optical Glass",Vendor DD,5000,15 weeks,High,External,A.2,DAS Integration,SEMI S789,Helium Leak Test,Provided by vendor,Level 1,53,Custom crate,"RoHS, REACH",Safety interlocks during operation,135.0
58,2023-07-01 08:00:00,PCU-002,33383,System for loading wafers into chamber,1,Stainless Steel,Vendor W,10161,12 weeks,Medium,External,A.2,MIR Spectroscopy Integration,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during handling,90.0
24,2026-05-01 08:00:00,PCB-002,81178,Fourier Transform Infrared Spectroscopy Module,1,Aluminum Alloy,Vendor Z,19266,15 weeks,High,External,A.3,Quartz Fabrication,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,132,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
16,2026-04-01 08:00:00,PLC-002,20672,Electrostatic Magnetic Field Module,1,"Gold, Polymer",Vendor T,5000,12 weeks,Medium,External,B.2,Automated Loading,ISO 9001,Analog Signal Accuracy Test,Provided by vendor,Level 1,79,Custom packaging,"RoHS, REACH",Safety interlocks during operation,224.0
58,2026-03-01 08:00:00,MAS-002,11223,High-performance vacuum system,1,"Gold, Quartz",Vendor P,5000,12 weeks,High,External,A.3,DBD Integration,SEMI S234,Particle Acceleration Test,Provided by vendor,Level 1,46,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
2,2024-10-01 08:00:00,FTS-001,11223,Residual Gas Analyzer,1,"Polyethylene, Aluminum",Vendor X,5000,14 weeks,High,External,A.1,Ultrasonic Testing Integration,SEMI S567,Ion Energy Distribution,Provided by vendor,Level 1,29,Custom packaging,"RoHS, REACH",,240.0
56,2023-12-01 08:00:00,THZ-001,26364,Diagnostic tools for monitoring plasma,1,Various,Vendor M,24283,12 weeks,High,External,A.2,Ion Implantation Process,SEMI S567,Cleaning Efficiency Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2023-07-01 08:00:00,PDM-002,11223,Specialized chamber for etching process,1,Various,Vendor CCC,30000,22 weeks,High,External,A.3,EDA Integration,SEMI S456,Resonance Frequency Test,Provided by vendor,Level 2,36,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
56,2027-02-01 08:00:00,PMS-001,83117,Precision temperature control,1,Electronic Components,Vendor G,9707,10 weeks,Medium,External,A.3,Nanoparticle Deposition,SEMI S234,Plasma Uniformity Test,Provided by vendor,Level 1,109,,"RoHS, REACH",Safety interlocks during operation,90.0
0,2026-08-01 08:00:00,PRA-001,99001,High-performance vacuum system,1,"Gold, Polymer",Vendor L,30000,22 weeks,High,External,A.3,GC Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,126,,"RoHS, REACH",Safety interlocks during operation,240.0
58,2024-06-01 08:00:00,ISA-002,99001,Cathode Voltage Limiter,1,Stainless Steel,Vendor N,5000,12 weeks,Medium,External,B.2,EMF Integration,SEMI S345,Nanoparticle Size Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
25,2023-03-01 08:00:00,VS-002,38934,Ion Implantation Module,1,Stainless Steel,Vendor BB,5000,15 weeks,Medium,External,B.2,CMP Technology,SEMI S567,Functional Tests,Provided by vendor,Level 1,55,Custom packaging,"RoHS, REACH",-,108.0
5,2027-09-01 08:00:00,TOF-001,11223,Diagnostic tools for monitoring plasma,1,"Aluminum, Optical Glass",Vendor BB,6526,15 weeks,High,External,A.3,MAS Integration,SEMI S234,Mass Spectrometry Test,Provided by vendor,level 1,82,Custom crate,"RoHS, REACH",Safety interlocks during operation,151.0
0,2023-05-01 08:00:00,PDM-002,11223,System for loading wafers into chamber,1,Zinc Selenide,Vendor TT,30000,16 weeks,High,External,A.3,Electronic Assembly,SEMI S234,Resonance Frequency Test,Provided by vendor,Level 2,52,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
12,2023-05-01 08:00:00,AFR-002,11223,Radio Frequency Quadrupole Unit,1,Zinc Selenide,Vendor E,9829,15 weeks,High,External,A.3,Nanoparticle Deposition,SEMI S234,Ultrasonic Testing,Provided by vendor,Level 2,159,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-09-01 08:00:00,EDA-001,30168,Cathode Voltage Limiter,1,"Titanium, Polypropylene",Vendor B,30000,18 weeks,High,External,A.3,Remote Plasma Technology,SEMI S234,Voltage Modulation Test,Provided by vendor,Level 2,147,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-04-01 08:00:00,LBC-002,11223,Advanced Plasma Source,1,"Stainless Steel, Glass",Vendor S,30000,18 weeks,High,External,B.1,"CNC Machining, Welding",SEMI S456,Acoustic Wave Control Test,Provided by vendor,Level 2,45,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2023-06-01 08:00:00,EDA-001,83621,Diagnostic tools for monitoring plasma,1,"Polyethylene, Aluminum",Vendor O,23362,15 weeks,High,External,A.3,Ion Implantation Process,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,115,Custom packaging,"RoHS, REACH",Safety interlocks during operation,185.0
28,2027-04-01 08:00:00,GPS-002,11223,Ion source for plasma etching,1,Stainless Steel,Vendor FFF,5000,14 weeks,Medium,External,A.2,Electronic Assembly,SEMI S678,Reactive Ionization Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,143.0
26,2024-11-01 08:00:00,LPC-002,11223,Digital-to-Analog Converter,1,"Copper, Ceramic",Vendor JJ,15439,8 weeks,Medium,External,A.2,CNC Machining,SEMI S789,Spectral Analysis Test,Provided by vendor,Level 2,44,Custom crate,"RoHS, REACH",-,90.0
55,2027-07-01 08:00:00,EMF-002,32400,Plasma Control Software System,1,"Silicon, Glass",Vendor C,25485,16 weeks,Medium,External,A.2,Flow Rate Calibration,SEMI S678,Dielectric Barrier Discharge Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
44,2025-07-01 08:00:00,ION-002,11223,Plasma Cleaning Brush Unit,1,Electronic Components,Vendor PP,19322,10 weeks,Medium,External,A.1,Photolithography Integration,SEMI S234,Acoustic Wave Control Test,Provided by vendor,Level 1,28,,"RoHS, REACH",Safety interlocks during handling,90.0
